1000
(-38419.2626416,57428.1739146)
(17007.6987405,39331.8713846)
(56383.1983943,-54002.1179379)
(-23637.7376221,35309.6888254)
(54530.9880444,-31898.3062651)
(53462.4338893,60412.7813448)
(-39185.7638576,-52041.4980752)
(33194.6101492,25042.8169377)
(-13709.3201319,-34132.9894299)
(-42178.2763046,867.501839415)
(39151.4559082,-3299.91110457)
(-44266.940307,-40927.2316284)
(56587.853075,54657.0829595)
(12903.0992187,-65259.165564)
(-38518.217198,42735.2237534)
(-11937.3058823,59092.2613825)
(-37743.0320063,40211.285904)
(-59490.9427018,-44192.1592808)
(37138.3214404,15781.3227036)
(16865.236319,147.914423248)
(-44701.382563,-23932.9633778)
(29435.9995873,10823.3988921)
(60159.4822563,53337.1374502)
(9936.03088199,29015.3684561)
(43871.2577261,18608.9021921)
(-35965.56296,21484.0511003)
(-5086.42277751,33854.210236)
(-56275.2371097,58631.1550797)
(33108.4057203,11974.2566952)
(5829.10483284,-20401.0287262)
(15265.4638101,-56060.4557779)
(-26433.8670552,-45781.3746703)
(-51301.7766721,4886.89150575)
(37525.5265646,2871.5097832)
(5877.3329491,31320.3356111)
(34204.4008604,-19943.3179205)
(34995.8200677,-26484.6940259)
(-29116.7607934,-12587.8984961)
(-61653.4435649,-57428.194068)
(-22351.2758551,39969.2518307)
(-37838.4210662,53590.4668469)
(8745.74186541,12835.5805612)
(25715.102545,40507.3427465)
(-40387.617887,41787.2532133)
(38027.821318,-54482.0827012)
(-54845.3566523,-46109.0129761)
(60628.8925375,-33728.4982938)
(13885.5704282,23249.5962533)
(46635.2038161,-41954.7219084)
(34254.23538,32595.8852366)
(-36100.0881774,-48537.9856598)
(-52990.0638235,6857.58255145)
(-25324.1555438,19624.0609022)
(31705.7326271,61313.8240945)
(51736.1180896,-42333.5615137)
(-61833.1177381,40755.3193982)
(60373.6411939,-17758.9897375)
(-48933.3160125,-59823.3076548)
(-49684.3177715,6729.18168591)
(36044.4344298,-55126.5987946)
(-40314.2204328,-61260.0951235)
(-23645.0622118,-31794.2412099)
(49321.1598042,32429.0116726)
(-6355.84796467,-34589.2782757)
(18617.2148333,37472.4478197)
(15980.7283336,-54507.4195651)
(-7143.76611884,-37444.7029919)
(-44012.1247031,-40901.5724505)
(50305.3536277,55612.8220558)
(-29374.632661,-7035.3002105)
(30607.6048072,58940.6064502)
(4268.12507929,42785.6427064)
(-58904.8200251,6143.32383702)
(-17508.5209224,44451.1456375)
(28004.504469,-23259.3098146)
(51918.5724455,-28554.4742885)
(34852.3372303,-5618.26831216)
(-30687.7678577,10124.7813153)
(32244.3680166,31384.3983437)
(-60437.3138189,-32887.0264592)
(-27046.4872712,34709.8109905)
(33136.6569339,-13044.4009549)
(44160.5947243,-4778.8942425)
(28301.2090742,29034.4317587)
(-21456.8447658,56287.614663)
(-62975.4710093,-20947.0003299)
(16851.5825726,-60316.7330052)
(19150.2627384,-58700.4552813)
(-64924.1217062,-51309.2627646)
(58508.5681729,-14038.4155107)
(4262.44862623,58879.6418197)
(59325.3746102,-18591.8933297)
(-37376.3092186,59059.4798536)
(39574.4016428,-65267.5782864)
(-2462.75701288,-55845.7126349)
(-22758.0528334,-13341.3810065)
(32238.7230043,1669.30408784)
(35041.2884422,10707.2781838)
(-64987.4110767,61237.3486886)
(45318.9034626,-8577.29301743)
(41281.0858715,-58832.7267561)
(-42536.2385871,40104.4359747)
(34028.0386606,20996.9830463)
(-62654.8431948,5513.57550113)
(-25318.4868509,10967.3323329)
(-62130.152238,65268.7520662)
(59563.0557243,-51853.5734147)
(-57653.6442254,-5555.91964997)
(23977.6992081,48869.1968008)
(-24575.4021048,52457.3549385)
(37724.6243784,-15361.9488517)
(-48362.5002189,51313.9963274)
(-37082.6770306,3926.60485536)
(57644.4033594,-39516.7655735)
(-12391.0899756,-35948.2655433)
(39396.5296571,-17804.9614069)
(58490.6126978,14633.1419027)
(54177.196427,47190.2352459)
(-13657.2323271,-10333.8119831)
(42125.9897416,-40968.8407056)
(-34533.655234,39679.5350494)
(-26805.577308,54920.3966613)
(35909.9920614,-5844.32023076)
(-53625.3451245,58583.2225407)
(32623.9347004,6630.98967309)
(17609.2869678,-26014.2945858)
(44599.3768459,-2607.38573058)
(-23688.8191884,-1586.22309892)
(-1613.0856771,-37847.183595)
(3616.79978183,-50787.4968137)
(-25796.9331292,19858.147835)
(30522.3954226,60728.7364481)
(-4580.33978343,-18175.9297237)
(-12105.2636179,14423.2897931)
(-4181.70613771,-54930.4703395)
(-63557.6565767,-36700.9975251)
(25792.8032668,-63278.6730989)
(-55170.0231798,46.0365708588)
(-24335.2126573,-28353.9290492)
(22886.5123294,55392.0139583)
(-21579.0767235,32215.2726443)
(-61332.5462072,26007.3922912)
(-54572.4016643,13599.5403723)
(52305.7573522,-3384.68756135)
(-58423.7808223,8118.16925175)
(-23980.641007,-33344.3563876)
(-15424.6220818,37522.1113807)
(-3272.75013945,-55740.3870698)
(57183.5785734,-55162.695865)
(30608.6476879,-61128.2187218)
(-43329.5817069,-5657.72418587)
(58637.5277594,-7771.6763763)
(60495.912924,-11794.7528721)
(56548.3542236,-33063.741402)
(5693.90161085,-11277.3689672)
(-34632.9632795,49276.4974765)
(-24017.292638,-33126.8916062)
(35151.8085916,3745.23245669)
(60481.7567965,54060.0477987)
(39180.8108913,-46191.7375724)
(-15714.5437741,42890.8287167)
(-743.019507244,-3747.08171974)
(-25412.2293596,28085.1451192)
(40955.7027126,8280.07676496)
(2173.0414949,47715.3238869)
(25136.10714,-60981.0212932)
(-35348.7521679,-17523.7237806)
(-60259.8983681,65468.1862042)
(27881.9099622,49872.3819908)
(3291.18238076,22304.0046206)
(-5935.69137275,-19674.6336806)
(-22433.874644,-25277.9356258)
(56316.5865368,25631.5414335)
(-52605.2272174,-41069.2214975)
(-56231.8069789,9338.78888163)
(-32313.547404,4761.89799806)
(29258.3288261,-16531.82609)
(5231.27175914,-59184.5073155)
(-43125.209608,-5681.19161122)
(-49299.0222601,15507.1108859)
(-17662.1529117,-64147.8228037)
(6836.67441813,2285.98293818)
(-2223.00836692,-16212.4637593)
(-24601.8643919,-37633.6325262)
(-39544.8762387,12563.2154042)
(41403.5566998,-19908.1019561)
(-65245.5577242,793.723154737)
(7456.3589703,-12775.2232163)
(-50178.7891281,-43994.1501407)
(12825.1581744,12498.2333613)
(5137.92850247,-54301.2890377)
(38150.5688911,-21294.6920284)
(-30085.0368527,-45541.7719574)
(-53513.174778,30412.6024075)
(-54999.4259464,15124.8191316)
(47290.591432,-28495.7059014)
(1104.64194493,64902.216389)
(12806.7926522,32823.6898629)
(26560.5520725,15664.42709)
(38217.4875858,-51186.3393188)
(39898.5503678,34340.8744377)
(12572.6037109,-61322.1473669)
(13234.1787027,-2752.47782486)
(-28379.2878768,-59451.8427734)
(-11275.7200304,23356.1091593)
(24965.1959956,3343.20537447)
(62535.9913825,-25189.1650524)
(60950.2214597,-13167.9778116)
(-21042.0914976,-8375.62057353)
(-23936.462401,36153.9983891)
(-52242.9800831,-62535.84576)
(35196.5694964,-17202.9546915)
(-26348.078504,31964.6799834)
(-40168.9512755,42542.3977884)
(-58793.3362298,17894.6586772)
(-37890.5078592,54398.6713208)
(-33635.2698588,-56898.4914219)
(-6759.22102312,-51585.0723962)
(-25300.1160439,-51431.2866444)
(-33717.217274,-20758.7107337)
(-57124.6852343,53639.364688)
(-39525.773803,-20113.0306489)
(45024.1569901,20061.7286119)
(-1449.19373704,36986.5591554)
(51370.5767843,-5012.46878158)
(-5046.0910778,-41621.2681903)
(-10540.8492363,-59458.6603315)
(-5870.88768577,-53090.8139508)
(-29662.1302162,-49843.5298844)
(-47560.5062175,-58098.2426631)
(-20891.9630999,28767.9530414)
(-40486.930864,-36073.0580035)
(14875.1581997,-13188.6445776)
(-62872.6732789,-7963.23453637)
(20769.2429701,32085.3763326)
(24073.0772068,48043.9355416)
(-55403.767678,11841.17783)
(39528.9579936,-31461.9798736)
(-43011.6462611,-1159.87294027)
(40031.5596318,46015.5836537)
(-9176.47529408,-63152.4292278)
(-23757.2238119,12824.554053)
(-17441.6242923,-40687.1067875)
(-16897.3851254,58859.8934821)
(60063.8938117,56891.9388859)
(-22163.1088426,-10536.9473623)
(38281.6184274,-38061.8811042)
(-4880.9982139,-44096.7840892)
(-19142.4953287,31545.6184456)
(-1061.58977535,-27383.3433478)
(-49319.4603328,-31664.4078404)
(46596.0052547,55095.4553916)
(-53400.0641164,54687.3259699)
(23587.2975612,48097.3651477)
(-23946.7596884,44304.2543805)
(33302.0355852,-2287.12724811)
(-63312.9486359,24843.1942202)
(-55672.8573917,-16993.1294855)
(-8925.55520619,-20113.9084848)
(31530.9278994,-27232.4988035)
(-26184.5096804,54001.2764284)
(45311.1827253,50895.0547592)
(62418.4392018,-40513.692309)
(13027.1492495,-12218.2744555)
(16824.8705672,-3372.08275601)
(45802.8369857,-14209.7642649)
(31819.5080444,-46635.4238626)
(-35022.6615855,6968.32786746)
(-44026.6227222,9595.4916992)
(-8472.82360042,-16724.1860568)
(-52850.8190858,36655.0973997)
(5124.48070197,33708.0871023)
(-31364.2213933,26188.9865965)
(61437.9607586,-63709.3015758)
(19384.0655333,44475.6043616)
(-47068.0516961,52016.3877502)
(17094.3106944,-27850.3538844)
(54388.6892401,-62285.3377219)
(-34412.3310896,-18164.7459847)
(-27201.4676474,28862.143781)
(-22863.6930867,-31545.9154061)
(-16119.6114443,-44446.2557568)
(65261.1521856,-38171.4066588)
(22172.4102168,-48317.5780993)
(54779.6929806,44148.779905)
(37473.3903772,-61815.8315485)
(1991.08097702,-58811.5249284)
(-56446.2164323,-2805.97187217)
(21144.4951829,-18674.7923768)
(-35410.4444103,-29812.5896775)
(59.8457621328,13641.0105646)
(-22375.4955782,1512.45675724)
(33040.4671359,-45924.0312415)
(22063.8393927,15757.3552662)
(7408.4514039,-16193.4945849)
(18906.6063112,-31063.8432493)
(-63355.6472464,-11194.3741656)
(-26428.947603,32878.2926271)
(-728.742647752,5968.7191662)
(42885.0980366,-44861.2105598)
(-57067.1673841,42545.7362244)
(-37522.347856,61452.2226322)
(38264.3396788,44499.7336389)
(14763.164049,55998.7293948)
(17042.9572665,-32933.661176)
(43534.7696405,-32530.2562025)
(57540.877344,11165.9198295)
(37075.0990605,5847.76089174)
(11371.1059426,57186.8964061)
(-17044.1161773,62616.3771497)
(58527.5290315,2590.42764594)
(32582.4012117,-8377.10072737)
(-61653.8103356,51925.0842379)
(11826.6643963,-44224.3362514)
(-27884.2003656,10296.6215626)
(13219.9965466,2622.66121873)
(13685.2238698,-3574.97372231)
(53184.8686762,-14926.6976805)
(23269.2217088,16903.1698414)
(-52194.1458045,-2073.48672189)
(-51712.7631948,-62088.8965198)
(-32695.6678322,5799.45048519)
(-5606.15838228,1052.06753311)
(-11547.8334788,-7874.23619283)
(-6566.23339555,17573.8651549)
(45456.8405968,36428.7637832)
(5508.78499794,-10233.8236654)
(48318.3456314,-22764.863743)
(32262.7712588,-52834.7943708)
(-51130.4224592,39769.28514)
(38296.7078509,-43384.8206949)
(-59209.4250202,31107.6357815)
(-29907.2073024,-4407.99957803)
(3367.92179014,-65310.4695344)
(-63474.594698,-25549.8442841)
(-29059.9890054,-63426.3675501)
(-51746.6103324,-6840.62280569)
(41023.5821524,-10833.2697668)
(-35182.8961866,-32297.5514022)
(28872.7374485,-58423.2539479)
(-39457.5272713,60510.5394142)
(-59952.4314282,-21658.2971819)
(43823.3278658,33449.0669478)
(10187.0356905,6866.41966135)
(25576.4436225,-27536.6026749)
(35694.3757824,-15434.4295725)
(59734.1433189,43948.0375628)
(-23372.5527858,-14323.8968025)
(58294.1160253,-15881.8398843)
(29259.3273528,23465.7556013)
(26567.7876364,21921.3767058)
(-46822.114334,-44990.4553965)
(-54791.4549297,7489.47263002)
(-56112.8424194,42685.152279)
(-19289.1344301,39480.2348455)
(24028.9127205,-41710.9937592)
(-42955.4384464,-39926.9735432)
(-22248.4676097,45771.8256318)
(43519.567477,20346.4659575)
(-20973.7027458,-45966.7558784)
(-59623.6229363,37322.3777003)
(-43307.5673352,52278.5776841)
(-57718.242896,14336.9861288)
(42614.7298505,22277.0055364)
(48656.3404595,-54649.8413269)
(6223.02213698,-43546.58534)
(-29885.9763724,19743.3610257)
(-62304.664997,43610.5472621)
(-65021.2066959,-47365.2003569)
(-31564.2409234,-619.544248808)
(-28835.8611676,23662.2841879)
(-63424.3164739,-17454.2991645)
(-33884.0835663,-37495.8976717)
(1139.67735965,7297.28447334)
(-23686.7122051,5633.70712665)
(56268.5553862,27142.0713057)
(-54786.6518096,25375.7208167)
(22602.4706551,-5113.81961282)
(-14884.9952809,-8085.61438335)
(34701.9564931,29349.8976629)
(-36884.3406586,19975.4375914)
(39488.8174815,-9055.33426397)
(47277.8833639,64295.8912227)
(-30202.3757887,-56648.6134964)
(4830.3226486,-54916.6681058)
(-23818.3699438,-4978.04310902)
(-52292.4386954,-36416.4900889)
(44640.1953457,-39572.6033822)
(42003.4954551,495.23351986)
(26850.9374729,17456.893775)
(-26481.3124382,-22009.5877669)
(-16467.9218741,-10734.1289632)
(-40458.3226417,6189.90901696)
(57407.8749282,-26285.6663281)
(-30300.552795,-32822.2597392)
(2609.39234199,63806.391174)
(-49936.2062022,-52476.7501213)
(-6898.74507399,-45983.8578471)
(-41131.1371118,-418.360222972)
(-55400.5330602,-38822.9888183)
(-3058.14193177,167.24277481)
(28911.7276598,-43638.8904943)
(35278.719434,12502.6450943)
(54308.1234586,-30564.698152)
(32496.4844407,43017.8682547)
(59762.9919177,41525.0329534)
(-49072.0531887,-1363.61851834)
(45865.3212552,58343.9325776)
(34595.2477301,-26309.4636625)
(45592.0425114,37475.7098786)
(-14140.5875278,-11621.4298478)
(-62833.2763576,62449.9436506)
(-29376.2589082,43507.3595168)
(57383.570267,21687.5710346)
(-65447.5222282,-29065.6620347)
(-34343.7959868,35994.5829293)
(-4457.88611541,61336.2503054)
(-64606.1683155,50291.0378945)
(-5707.53828926,-478.302440529)
(-26306.2908638,3120.04801984)
(41567.1621113,57230.2335374)
(14332.1730846,27957.1741656)
(-35118.3330941,54989.8946815)
(20169.7116365,-57827.8012396)
(36745.8389293,27788.9713882)
(-51461.2590341,30370.3612996)
(-63751.9419876,42989.7115402)
(25108.1647696,-48994.6314995)
(-62921.4485157,-19886.0037774)
(52393.0475345,-30987.7396687)
(24896.3305099,41617.7311213)
(-31979.4598123,3489.24425108)
(-29618.7811581,-40581.5687719)
(26354.7950484,59786.511617)
(45558.5787079,-28358.5070032)
(17851.5009855,-17901.8398157)
(-13027.0310309,45722.5202753)
(-35238.3435272,56245.4929259)
